2025-03-29 08:31:11; CRITICAL; User Session Main; 10644; 10628] WMain Begin
2025-03-29 08:31:11; CRITICAL; User Session Main; 10644; 10628] Before manager initializing
2025-03-29 08:31:11; CRITICAL; User Session Manager; 10644; 10628] /------------User Session Helper start to initialize------------/
2025-03-29 08:31:12; CRITICAL; User Session Manager; 10644; 10628] /------------User Session Helper initialized: 0x00000000------------/
2025-03-29 08:31:12; INFO; User Session Manager; 10644; 11360] UserSessionPipeStreamServer OnRead Start, Command = 1
2025-03-29 08:31:12; INFO; User Session Manager; 10644; 11360] USH_COMMAND_JOIN Start
2025-03-29 08:31:13; INFO; User Session Manager; 10644; 10100] OnDeviceChange Start
2025-03-29 08:31:13; INFO; AEF Core; 10644; 11360] Loaded library v5.2.6.0 successfully in ush
2025-03-29 08:31:13; INFO; User Session Manager; 10644; 11360] USH_COMMAND_JOIN End
2025-03-29 08:31:13; INFO; User Session Manager; 10644; 11360] UserSessionPipeStreamServer OnRead End, Command = 1
2025-03-29 08:31:13; INFO; User Session Manager; 10644; 10100] OnDeviceChange End
2025-03-29 08:31:13; INFO; User Session Manager; 10644; 10100] OnDeviceChange Start
2025-03-29 08:31:13; INFO; User Session Manager; 10644; 10100] OnDeviceChange End
2025-03-29 08:31:13; INFO; User Session Manager; 10644; 11360] UserSessionPipeStreamServer OnRead Start, Command = 1
2025-03-29 08:31:13; INFO; User Session Manager; 10644; 11360] USH_COMMAND_JOIN Start
2025-03-29 08:31:13; INFO; Loopback Stream; 10644; 11360] Loaded library v5.1.2.0 successfully in ush
2025-03-29 08:31:13; INFO; User Session Manager; 10644; 11360] USH_COMMAND_JOIN End
2025-03-29 08:31:13; INFO; User Session Manager; 10644; 11360] UserSessionPipeStreamServer OnRead End, Command = 1
2025-03-29 08:31:13; INFO; User Session Manager; 10644; 11360] UserSessionPipeStreamServer OnRead Start, Command = 1
2025-03-29 08:31:13; INFO; User Session Manager; 10644; 11360] USH_COMMAND_JOIN Start
2025-03-29 08:31:13; INFO; ACStore Plugin; 10644; 11360] Loaded library v5.2.6.0 successfully in ush
2025-03-29 08:31:13; INFO; User Session Manager; 10644; 11360] USH_COMMAND_JOIN End
2025-03-29 08:31:13; INFO; User Session Manager; 10644; 11360] UserSessionPipeStreamServer OnRead End, Command = 1
2025-03-29 08:31:13; INFO; User Session Manager; 10644; 11360] UserSessionPipeStreamServer OnRead Start, Command = 1
2025-03-29 08:31:13; INFO; User Session Manager; 10644; 11360] USH_COMMAND_JOIN Start
2025-03-29 08:31:13; INFO; AC_FDSPlugIn; 10644; 11360] Loaded library v5.4.7.0 successfully in ush
2025-03-29 08:31:13; INFO; User Session Manager; 10644; 11360] USH_COMMAND_JOIN End
2025-03-29 08:31:13; INFO; User Session Manager; 10644; 11360] UserSessionPipeStreamServer OnRead End, Command = 1
2025-03-29 08:31:13; INFO; AC_FDSPlugIn; 10644; 7708] [ForegroundAppRecordHandle] ReadFile: 53F7C280-FBD0-412C-AF96-275A74270D8D
2025-03-29 08:31:13; INFO; AC_FDSPlugIn; 10644; 7708] [ForegroundAppRecordHandle] Read Cache size: 615
2025-03-29 08:31:13; INFO; User Session Manager; 10644; 11360] UserSessionPipeStreamServer OnRead Start, Command = 1
2025-03-29 08:31:13; INFO; User Session Manager; 10644; 11360] USH_COMMAND_JOIN Start
2025-03-29 08:31:14; INFO; Aura Pluing; 10644; 11360] Loaded library v5.2.9.0 successfully in ush
2025-03-29 08:31:14; INFO; User Session Manager; 10644; 11360] USH_COMMAND_JOIN End
2025-03-29 08:31:14; INFO; User Session Manager; 10644; 11360] UserSessionPipeStreamServer OnRead End, Command = 1
2025-03-29 08:31:14; INFO; User Session Manager; 10644; 11360] UserSessionPipeStreamServer OnRead Start, Command = 1
2025-03-29 08:31:14; INFO; User Session Manager; 10644; 11360] USH_COMMAND_JOIN Start
2025-03-29 08:31:14; INFO; DenoiseAI Pluing; 10644; 11360] Loaded library v5.2.0.1 successfully in ush
2025-03-29 08:31:14; INFO; User Session Manager; 10644; 11360] USH_COMMAND_JOIN End
2025-03-29 08:31:14; INFO; User Session Manager; 10644; 11360] UserSessionPipeStreamServer OnRead End, Command = 1
2025-03-29 08:31:14; INFO; User Session Manager; 10644; 11360] UserSessionPipeStreamServer OnRead Start, Command = 1
